"CountryCode","SeriesCode","DESCRIPTION",
"POL","IT.MLT.MAIN","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data until 2012 are based on surveys by the Institute of Tourism. 2013: Activ Group; From 2014 Central Statistical Office.",
"POL","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"POL","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"POL","IS.RRS.PASG.KM","Source: OECD",
"POL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"POL","IT.NET.BBND","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"POL","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"POL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"POL","IT.MLT.MAIN.P2","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-1999: country data.",
"POL","SP.POP.GROW","Data source: Eurostat",
"POL","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"POL","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"POL","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","IT.CEL.SETS","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRI","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","ST.INT.XPND.CD","Compiled from data reported by the country. Data: Fiscal years (July-June). The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June).",
"PRI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRI","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"PRI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRI","ST.INT.TRNX.CD","Compiled from data reported by the country. Data: Fiscal years (July-June). The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June).",
"PRI","IT.NET.BBND","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","ST.INT.TVLX.CD","Compiled from data reported by the country. Data: Fiscal years (July-June). The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June).",
"PRI","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRI","IT.CEL.SETS","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","IT.MLT.MAIN.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"PRI","SP.POP.GROW","Data source: U.S. Census Bureau, 1990 Census",
"PRI","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"PRI","SP.DYN.LE00.FE.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"PRI","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"PRI","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"PRI","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"PRI","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for Puerto Rico include, to the extent possible, all persons born outside its territory.",
"PRI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PRI","IT.MLT.MAIN","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"PRI","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident tourists by air. Source: ""Junta de Planificación de Puerto Rico"".",
"PRI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PRI","IT.CEL.SETS.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PRI","SP.DYN.CDRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","IT.NET.USER.ZS","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","IT.NET.BBND.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","SP.DYN.LE00.MA.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRI","SP.POP.TOTL","Data source: U.S. Census Bureau, 1990 Census",
"PRK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","IT.MLT.MAIN","Ministry of Posts and Telecommunications.",
"PRK","SM.POP.TOTL","Estimates are imputed using model estimates. ",
"PRK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRK","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"PRK","IT.NET.BBND","Ministry of Posts and Telecommunications.",
"PRK","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"PRK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRK","IT.MLT.MAIN.P2","Ministry of Posts and Telecommunications.",
"PRK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRK","MS.MIL.XPND.CN","1986-2018 highly uncertain data.",
"PRK","IT.CEL.SETS","Ministry of Posts and Telecommunications.",
"PRK","MS.MIL.XPND.CD","1986-2017 highly uncertain data.",
"PRK","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRK","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRK","IT.NET.BBND.P2","Ministry of Posts and Telecommunications.",
"PRK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRK","IT.CEL.SETS.P2","Ministry of Posts and Telecommunications.",
"PRT","PA.NUS.FCRF","Data are reported in Portuguese escudos.",
"PRT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IS.RRS.GOOD.MT.K6","Source: OECD",
"PRT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"PRT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IT.NET.BBND.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRT","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"PRT","IT.CEL.SETS.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","IS.RRS.PASG.KM","Source: OECD",
"PRT","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRT","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PRT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: Statistics Portugal (INE), Travel Survey of Residents.",
"PRT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IT.NET.BBND","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","SP.POP.GROW","Data source: Eurostat",
"PRT","SP.DYN.TFRT.IN","Data source: Eurostat",
"PRT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IT.CEL.SETS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"PRT","IT.MLT.MAIN.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"PRT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IT.MLT.MAIN","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.POP.TOTL","Data source: Eurostat",
"PRT","IT.NET.USER.ZS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","SP.DYN.CDRT.IN","Data source: Eurostat",
"PRT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.CBRT.IN","Data source: Eurostat",
"PRT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. From 2007: Arrivals of non-resident tourists in all types of accommodation establishments. From 2013 include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation.",
"PRT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","IT.NET.BBND.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.NET.BBND","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding nationals residing abroad and crew members.",
"PRY","IT.CEL.SETS.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.NET.USER.ZS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"PRY","IT.CEL.SETS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","DT.DOD.DECT.CD","Long-term public and publicly guaranteed for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt for 2019 are based on Central Bank data.",
"PRY","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PRY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRY","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"PRY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","MS.MIL.XPND.CN","1960-1997 SIPRI estimates.",
"PRY","MS.MIL.XPND.ZS","1989-1997 SIPRI estimates.",
"PRY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRY","MS.MIL.XPND.CD","1960-1997 SIPRI estimates.",
"PRY","IT.MLT.MAIN.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRY","IT.MLT.MAIN","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PSE","PA.NUS.PRVT.PP","From July 2020, this indicator is expressed for United States dollar (Previously it was for New Israeli Shekel).",
"PSE","SP.DYN.CDRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","IT.CEL.SETS","Palestine Telecommunications Company (PALTEL).",
"PSE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","IT.NET.BBND.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","SP.POP.TOTL","Data source: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","IT.NET.USER.ZS","Palestine Telecommunications Company (PALTEL).",
"PSE","SP.DYN.TO65.FE.ZS","Including East Jerusalem.",
"PSE","SP.DYN.TO65.MA.ZS","Including East Jerusalem.",
"PSE","PA.NUS.PPP","From July 2020, this indicator is expressed for United States dollar (Previously it was for New Israeli Shekel).",
"PSE","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","IT.NET.BBND","Palestine Telecommunications Company (PALTEL).",
"PSE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","SP.POP.GROW","Data source: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","SP.POP.BRTH.MF","Including East Jerusalem.",
"PSE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the Occupied Palestinian Territory refer to the number of Palestinian refugees registered by UNRWA.",
"PSE","SM.POP.REFG","Figures include Palestinian refugees under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) which are not included in statistics from the United Nations Office of the High Commissioner for Refugees (UNHCR).",
"PSE","SM.POP.REFG.OR","Figures refer to Palestinian refugees under the UNHCR mandate only.",
"PSE","IT.CEL.SETS.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PSE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments. Source: Palestinian Central Bureau of Statistics. Hotel Activity Survey. Ramallah - Palestine.",
"PSE","IT.MLT.MAIN.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","SP.DYN.CBRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","IT.MLT.MAIN","Palestine Telecommunications Company (PALTEL).",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PSE","SM.POP.NETM","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PYF","IT.NET.BBND.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PYF","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PYF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","IT.CEL.SETS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.CEL.SETS.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.NET.BBND","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"PYF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PYF","IT.MLT.MAIN","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PYF","IT.MLT.MAIN.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PYF","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PYF","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PYF","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PYF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","IT.NET.USER.ZS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
